BDD_ID,EVENT_ID,EVENT_TYPE,y,event_time_ms,anchor_source,info_json_path,label_ts_ms,row_idx,target_idx,video_path,BDD_START,CONFLICT_TYPE_NORM,conflict_group_target_idx,conflict17_target_idx,split
03375ea2-17ddd6fc,12,3,2,1506720722532.0,BDD_START,data/bddk100_info/100k/train/03375ea2-17ddd6fc.json,10000,11,2,data/annotated_videos_only/03375ea2-17ddd6fc.mov,19.7,,-100,-100,train
0386df8d-bf0099c3,13,4,3,1504294701254.0,BDD_START,data/bddk100_info/100k/train/0386df8d-bf0099c3.json,10000,12,3,data/annotated_videos_only/0386df8d-bf0099c3.mov,40.21,,-100,-100,val
0384ec78-864ea363,14,1,0,1505309622058.0,BDD_START,data/bddk100_info/100k/train/0384ec78-864ea363.json,10000,13,0,data/annotated_videos_only/0384ec78-864ea363.mov,17.16,,-100,-100,test
03866c0e-2a861ef2,15,4,3,1504378402649.0,BDD_START,data/bddk100_info/100k/train/03866c0e-2a861ef2.json,10000,14,3,data/annotated_videos_only/03866c0e-2a861ef2.mov,40.27,,-100,-100,train
0341c57c-4e45bd8e,16,4,3,1507004265118.0,BDD_START,data/bddk100_info/100k/train/0341c57c-4e45bd8e.json,10000,15,3,data/annotated_videos_only/0341c57c-4e45bd8e.mov,40.27,,-100,-100,train
03112119-0aafd3ad,17,2,1,1504030325451.0,BDD_START,data/bddk100_info/100k/train/03112119-0aafd3ad.json,10000,16,1,data/annotated_videos_only/03112119-0aafd3ad.mov,11.03,,-100,-100,train
035f255b-5fce8975,18,1,0,1507210467759.0,BDD_START,data/bddk100_info/100k/train/035f255b-5fce8975.json,10000,17,0,data/annotated_videos_only/035f255b-5fce8975.mov,9.58,T,0,4,train
044aa15f-c7ef9b3a,19,3,2,1503708174051.0,BDD_START,data/bddk100_info/100k/train/044aa15f-c7ef9b3a.json,10000,18,2,data/annotated_videos_only/044aa15f-c7ef9b3a.mov,16.58,,-100,-100,train
049963e5-b1bab2f5,20,2,1,1505312718952.0,BDD_START,data/bddk100_info/100k/train/049963e5-b1bab2f5.json,10000,19,1,data/annotated_videos_only/049963e5-b1bab2f5.mov,15.11,,-100,-100,train
04bc4542-61c650d3,21,4,3,1507429191173.0,BDD_START,data/bddk100_info/100k/train/04bc4542-61c650d3.json,10000,20,3,data/annotated_videos_only/04bc4542-61c650d3.mov,40.36,,-100,-100,train
02d5e1be-7ec9c0bd,22,1,0,1507344948851.0,BDD_START,data/bddk100_info/100k/train/02d5e1be-7ec9c0bd.json,10000,21,0,data/annotated_videos_only/02d5e1be-7ec9c0bd.mov,18.47,S,1,11,test
03375ea2-c96d61a8,23,4,3,1506745207252.0,BDD_START,data/bddk100_info/100k/train/03375ea2-c96d61a8.json,10000,22,3,data/annotated_videos_only/03375ea2-c96d61a8.mov,28.0,,-100,-100,train
02d5e1be-bd9bd999,24,4,3,1507347128471.0,BDD_START,data/bddk100_info/100k/train/02d5e1be-bd9bd999.json,10000,23,3,data/annotated_videos_only/02d5e1be-bd9bd999.mov,40.07,,-100,-100,train
043026cb-f72901db,25,3,2,1490589204833.0,BDD_START,data/bddk100_info/100k/train/043026cb-f72901db.json,10000,24,2,data/annotated_videos_only/043026cb-f72901db.mov,17.84,,-100,-100,train
040dbaad-6a7b5fb7,26,4,3,1507328144255.0,BDD_START,data/bddk100_info/100k/train/040dbaad-6a7b5fb7.json,10000,25,3,data/annotated_videos_only/040dbaad-6a7b5fb7.mov,40.16,,-100,-100,train
0434fa79-a5fc44cc,27,1,0,1503889649880.0,BDD_START,data/bddk100_info/100k/train/0434fa79-a5fc44cc.json,10000,26,0,data/annotated_videos_only/0434fa79-a5fc44cc.mov,26.66,S,1,11,val
0518ba57-72c1da70,28,1,0,1504229276592.0,BDD_START,data/bddk100_info/100k/train/0518ba57-72c1da70.json,10000,27,0,data/annotated_videos_only/0518ba57-72c1da70.mov,19.88,O,1,8,train
0374204b-40287a38,29,4,3,1506998194498.0,BDD_START,data/bddk100_info/100k/train/0374204b-40287a38.json,10000,28,3,data/annotated_videos_only/0374204b-40287a38.mov,40.11,,-100,-100,train
0445a23c-59aa5b31,30,1,0,1507230193905.0,BDD_START,data/bddk100_info/100k/train/0445a23c-59aa5b31.json,10000,29,0,data/annotated_videos_only/0445a23c-59aa5b31.mov,20.03,I,1,7,train
04ede4bd-c03f27b1,31,2,1,1490469329518.0,BDD_START,data/bddk100_info/100k/train/04ede4bd-c03f27b1.json,10000,30,1,data/annotated_videos_only/04ede4bd-c03f27b1.mov,24.76,,-100,-100,train
03112119-f1d28776,32,1,0,1504031642985.0,BDD_START,data/bddk100_info/100k/train/03112119-f1d28776.json,10000,31,0,data/annotated_videos_only/03112119-f1d28776.mov,17.49,Q,0,0,train
0423e13f-e98cd41d,33,2,1,1504206471672.0,BDD_START,data/bddk100_info/100k/train/0423e13f-e98cd41d.json,10000,32,1,data/annotated_videos_only/0423e13f-e98cd41d.mov,19.73,,-100,-100,test
0386df8d-be9fc817,34,4,3,1504291914771.0,BDD_START,data/bddk100_info/100k/train/0386df8d-be9fc817.json,10000,33,3,data/annotated_videos_only/0386df8d-be9fc817.mov,7.76,,-100,-100,train
03d75135-9aa0cdd3,35,2,1,1503775055263.0,BDD_START,data/bddk100_info/100k/train/03d75135-9aa0cdd3.json,10000,34,1,data/annotated_videos_only/03d75135-9aa0cdd3.mov,5.14,,-100,-100,test
044f1bbf-6dd22b42,36,2,1,1507269250372.0,BDD_START,data/bddk100_info/100k/train/044f1bbf-6dd22b42.json,10000,35,1,data/annotated_videos_only/044f1bbf-6dd22b42.mov,1.88,,-100,-100,train
034ba984-01a430f3,37,2,1,1490185203986.0,BDD_START,data/bddk100_info/100k/train/034ba984-01a430f3.json,10000,36,1,data/annotated_videos_only/034ba984-01a430f3.mov,19.69,,-100,-100,test
04488604-c87bc645,38,2,1,1490408831988.0,BDD_START,data/bddk100_info/100k/train/04488604-c87bc645.json,10000,37,1,data/annotated_videos_only/04488604-c87bc645.mov,10.4,,-100,-100,train
0480f92e-6da53797,39,4,3,1490578753497.0,BDD_START,data/bddk100_info/100k/train/0480f92e-6da53797.json,10000,38,3,data/annotated_videos_only/0480f92e-6da53797.mov,40.27,,-100,-100,train
049963e5-5cc062fc,40,2,1,1505312169732.0,BDD_START,data/bddk100_info/100k/train/049963e5-5cc062fc.json,10000,39,1,data/annotated_videos_only/049963e5-5cc062fc.mov,12.97,,-100,-100,val
02e9a153-6eefde0a,41,2,1,1503674327543.0,BDD_START,data/bddk100_info/100k/train/02e9a153-6eefde0a.json,10000,40,1,data/annotated_videos_only/02e9a153-6eefde0a.mov,14.75,,-100,-100,train
04b5abe5-52cfa9ae,42,1,0,1507252150934.0,BDD_START,data/bddk100_info/100k/train/04b5abe5-52cfa9ae.json,10000,41,0,data/annotated_videos_only/04b5abe5-52cfa9ae.mov,18.45,F,2,13,train
02ef72c1-00a6439d,43,2,1,1503721009160.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-00a6439d.json,10000,42,1,data/annotated_videos_only/02ef72c1-00a6439d.mov,13.65,,-100,-100,train
02d478d1-e6811391,44,1,0,1490593688049.0,BDD_START,data/bddk100_info/100k/train/02d478d1-e6811391.json,10000,43,0,data/annotated_videos_only/02d478d1-e6811391.mov,19.33,J,4,16,train
04cda2f6-ed6c9293,45,4,3,1505325854511.0,BDD_START,data/bddk100_info/100k/train/04cda2f6-ed6c9293.json,10000,44,3,data/annotated_videos_only/04cda2f6-ed6c9293.mov,35.71,,-100,-100,train
0386df8d-c884dc14,46,3,2,1504297207072.0,BDD_START,data/bddk100_info/100k/train/0386df8d-c884dc14.json,10000,45,2,data/annotated_videos_only/0386df8d-c884dc14.mov,19.33,,-100,-100,train
04a8e132-2df6a0e0,47,2,1,1504322949724.0,BDD_START,data/bddk100_info/100k/train/04a8e132-2df6a0e0.json,10000,46,1,data/annotated_videos_only/04a8e132-2df6a0e0.mov,13.29,,-100,-100,train
046becaa-8fc35912,48,4,3,1489430782211.0,BDD_START,data/bddk100_info/100k/train/046becaa-8fc35912.json,10000,47,3,data/annotated_videos_only/046becaa-8fc35912.mov,38.75,,-100,-100,test
049963e5-e808fafb,49,2,1,1505312103366.0,BDD_START,data/bddk100_info/100k/train/049963e5-e808fafb.json,10000,48,1,data/annotated_videos_only/049963e5-e808fafb.mov,15.29,,-100,-100,train
0432d284-c924667e,50,1,0,1489883116512.0,BDD_START,data/bddk100_info/100k/train/0432d284-c924667e.json,10000,49,0,data/annotated_videos_only/0432d284-c924667e.mov,17.71,S,1,11,train
04488604-72f099d0,51,4,3,1490410972812.0,BDD_START,data/bddk100_info/100k/train/04488604-72f099d0.json,10000,50,3,data/annotated_videos_only/04488604-72f099d0.mov,40.22,,-100,-100,train
04bc9f93-5e778e80,52,2,1,1506740251331.0,BDD_START,data/bddk100_info/100k/train/04bc9f93-5e778e80.json,10000,51,1,data/annotated_videos_only/04bc9f93-5e778e80.mov,18.93,,-100,-100,train
039cb0e4-f0bc9d7a,53,3,2,1503947546439.0,BDD_START,data/bddk100_info/100k/train/039cb0e4-f0bc9d7a.json,10000,52,2,data/annotated_videos_only/039cb0e4-f0bc9d7a.mov,18.05,,-100,-100,train
05391f8a-a0e258ec,54,2,1,1507215451021.0,BDD_START,data/bddk100_info/100k/train/05391f8a-a0e258ec.json,10000,53,1,data/annotated_videos_only/05391f8a-a0e258ec.mov,18.43,,-100,-100,train
04c9fe6b-0da822ab,55,1,0,1507246951276.0,BDD_START,data/bddk100_info/100k/train/04c9fe6b-0da822ab.json,10000,54,0,data/annotated_videos_only/04c9fe6b-0da822ab.mov,16.46,Q,0,0,train
02ef72c1-d2001149,56,4,3,1503721719126.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-d2001149.json,10000,55,3,data/annotated_videos_only/02ef72c1-d2001149.mov,32.38,,-100,-100,train
03f05c87-f434a181,57,1,0,1506716200790.0,BDD_START,data/bddk100_info/100k/train/03f05c87-f434a181.json,10000,56,0,data/annotated_videos_only/03f05c87-f434a181.mov,18.31,O,1,8,train
02bd959c-f20a2437,58,2,1,1506795811006.0,BDD_START,data/bddk100_info/100k/train/02bd959c-f20a2437.json,10000,57,1,data/annotated_videos_only/02bd959c-f20a2437.mov,13.58,,-100,-100,train
0391b282-79dba56d,59,4,3,1504231037056.0,BDD_START,data/bddk100_info/100k/train/0391b282-79dba56d.json,10000,58,3,data/annotated_videos_only/0391b282-79dba56d.mov,26.97,,-100,-100,train
043026cb-cf576c90,60,1,0,1490568131498.0,BDD_START,data/bddk100_info/100k/train/043026cb-cf576c90.json,10000,59,0,data/annotated_videos_only/043026cb-cf576c90.mov,24.57,J,4,16,train
04105929-5600b869,61,1,0,1503890461403.0,BDD_START,data/bddk100_info/100k/train/04105929-5600b869.json,10000,60,0,data/annotated_videos_only/04105929-5600b869.mov,15.23,Q,0,0,test
034d18b7-f0403558,62,4,3,1503677569681.0,BDD_START,data/bddk100_info/100k/train/034d18b7-f0403558.json,10000,61,3,data/annotated_videos_only/034d18b7-f0403558.mov,39.07,,-100,-100,train
031675b4-5ca668c9,63,2,1,1503918871468.0,BDD_START,data/bddk100_info/100k/train/031675b4-5ca668c9.json,10000,62,1,data/annotated_videos_only/031675b4-5ca668c9.mov,17.84,,-100,-100,train
049963e5-3c4e8512,64,2,1,1505312256430.0,BDD_START,data/bddk100_info/100k/train/049963e5-3c4e8512.json,10000,63,1,data/annotated_videos_only/049963e5-3c4e8512.mov,16.39,,-100,-100,train
0549f27d-ba21dbdd,65,2,1,1507452760282.0,BDD_START,data/bddk100_info/100k/train/0549f27d-ba21dbdd.json,10000,64,1,data/annotated_videos_only/0549f27d-ba21dbdd.mov,17.4,,-100,-100,train
051b5e6e-92d52823,66,1,0,1507228050049.0,BDD_START,data/bddk100_info/100k/train/051b5e6e-92d52823.json,10000,65,0,data/annotated_videos_only/051b5e6e-92d52823.mov,17.9,S,1,11,train
04df85b9-a4966002,67,2,1,1504232599547.0,BDD_START,data/bddk100_info/100k/train/04df85b9-a4966002.json,10000,66,1,data/annotated_videos_only/04df85b9-a4966002.mov,15.34,,-100,-100,train
047e4de8-a8e6dcf4,68,4,3,1503943740491.0,BDD_START,data/bddk100_info/100k/train/047e4de8-a8e6dcf4.json,10000,67,3,data/annotated_videos_only/047e4de8-a8e6dcf4.mov,39.78,,-100,-100,val
03a3f4e6-caeaf05d,69,4,3,1490328158100.0,BDD_START,data/bddk100_info/100k/train/03a3f4e6-caeaf05d.json,10000,68,3,data/annotated_videos_only/03a3f4e6-caeaf05d.mov,37.62,,-100,-100,train
034ebec5-b2b76478,70,1,0,1490231308992.0,BDD_START,data/bddk100_info/100k/train/034ebec5-b2b76478.json,10000,69,0,data/annotated_videos_only/034ebec5-b2b76478.mov,17.55,T,0,4,train
030e8b7a-4dab7745,71,2,1,1507498870515.0,BDD_START,data/bddk100_info/100k/train/030e8b7a-4dab7745.json,10000,70,1,data/annotated_videos_only/030e8b7a-4dab7745.mov,1.76,,-100,-100,train
02ef72c1-00ab3007,72,2,1,1503723545266.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-00ab3007.json,10000,71,1,data/annotated_videos_only/02ef72c1-00ab3007.mov,15.99,,-100,-100,train
02d478d1-0328a5bf,73,1,0,1490594810795.0,BDD_START,data/bddk100_info/100k/train/02d478d1-0328a5bf.json,10000,72,0,data/annotated_videos_only/02d478d1-0328a5bf.mov,18.85,A,1,10,train
02ef72c1-6e9a4af4,74,2,1,1503714939974.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-6e9a4af4.json,10000,73,1,data/annotated_videos_only/02ef72c1-6e9a4af4.mov,5.26,,-100,-100,test
03c66a02-3deee2e5,75,3,2,1490046742978.0,BDD_START,data/bddk100_info/100k/train/03c66a02-3deee2e5.json,10000,74,2,data/annotated_videos_only/03c66a02-3deee2e5.mov,16.76,,-100,-100,val
04d99a06-b17c00d8,76,4,3,1504062040464.0,BDD_START,data/bddk100_info/100k/train/04d99a06-b17c00d8.json,10000,75,3,data/annotated_videos_only/04d99a06-b17c00d8.mov,38.63,,-100,-100,train
02d478d1-9774e131,77,1,0,1490594141898.0,BDD_START,data/bddk100_info/100k/train/02d478d1-9774e131.json,10000,76,0,data/annotated_videos_only/02d478d1-9774e131.mov,18.79,J,4,16,val
044f1bbf-8c5aaaa6,78,2,1,1507268401631.0,BDD_START,data/bddk100_info/100k/train/044f1bbf-8c5aaaa6.json,10000,77,1,data/annotated_videos_only/044f1bbf-8c5aaaa6.mov,16.71,,-100,-100,train
03164aef-9a01fe07,79,2,1,1504221420027.0,BDD_START,data/bddk100_info/100k/train/03164aef-9a01fe07.json,10000,78,1,data/annotated_videos_only/03164aef-9a01fe07.mov,24.21,,-100,-100,val
02f08b1d-16200b45,80,3,2,1506858491154.0,BDD_START,data/bddk100_info/100k/train/02f08b1d-16200b45.json,10000,79,2,data/annotated_videos_only/02f08b1d-16200b45.mov,19.89,,-100,-100,train
04262895-e1b3c150,81,4,3,1504016842430.0,BDD_START,data/bddk100_info/100k/train/04262895-e1b3c150.json,10000,80,3,data/annotated_videos_only/04262895-e1b3c150.mov,29.67,,-100,-100,train
02ef72c1-a37b71ce,82,2,1,1503721084779.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-a37b71ce.json,10000,81,1,data/annotated_videos_only/02ef72c1-a37b71ce.mov,7.93,,-100,-100,train
0554d0e1-4cfbe343,83,2,1,1504222665822.0,BDD_START,data/bddk100_info/100k/train/0554d0e1-4cfbe343.json,10000,82,1,data/annotated_videos_only/0554d0e1-4cfbe343.mov,19.13,,-100,-100,val
03d767c8-1012d4f8,84,2,1,1504006617820.0,BDD_START,data/bddk100_info/100k/train/03d767c8-1012d4f8.json,10000,83,1,data/annotated_videos_only/03d767c8-1012d4f8.mov,14.81,,-100,-100,train
02d478d1-5ffc4cb0,85,4,3,1490592094269.0,BDD_START,data/bddk100_info/100k/train/02d478d1-5ffc4cb0.json,10000,84,3,data/annotated_videos_only/02d478d1-5ffc4cb0.mov,40.21,,-100,-100,val
04c9fe6b-56257996,86,4,3,1507247633462.0,BDD_START,data/bddk100_info/100k/train/04c9fe6b-56257996.json,10000,85,3,data/annotated_videos_only/04c9fe6b-56257996.mov,34.06,,-100,-100,train
04a04dc0-7f72e106,87,2,1,1506729362704.0,BDD_START,data/bddk100_info/100k/train/04a04dc0-7f72e106.json,10000,86,1,data/annotated_videos_only/04a04dc0-7f72e106.mov,17.01,,-100,-100,train
03534ec1-78720606,88,4,3,1505041406953.0,BDD_START,data/bddk100_info/100k/train/03534ec1-78720606.json,10000,87,3,data/annotated_videos_only/03534ec1-78720606.mov,28.09,,-100,-100,train
043026cb-3a39d0b7,89,4,3,1490587897275.0,BDD_START,data/bddk100_info/100k/train/043026cb-3a39d0b7.json,10000,88,3,data/annotated_videos_only/043026cb-3a39d0b7.mov,28.49,,-100,-100,train
04e02bc6-62d455f2,90,2,1,1504200561873.0,BDD_START,data/bddk100_info/100k/train/04e02bc6-62d455f2.json,10000,89,1,data/annotated_videos_only/04e02bc6-62d455f2.mov,24.62,,-100,-100,val
02ef72c1-4af36cad,91,2,1,1503723834931.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-4af36cad.json,10000,90,1,data/annotated_videos_only/02ef72c1-4af36cad.mov,17.84,,-100,-100,train
053c8b8d-8778d73e,92,2,1,1505226149067.0,BDD_START,data/bddk100_info/100k/train/053c8b8d-8778d73e.json,10000,91,1,data/annotated_videos_only/053c8b8d-8778d73e.mov,0.79,,-100,-100,val
04488248-af1d57c1,93,2,1,1506977666889.0,BDD_START,data/bddk100_info/100k/train/04488248-af1d57c1.json,10000,92,1,data/annotated_videos_only/04488248-af1d57c1.mov,20.09,,-100,-100,train
0554d0e1-2a24a6bd,94,2,1,1504222705316.0,BDD_START,data/bddk100_info/100k/train/0554d0e1-2a24a6bd.json,10000,93,1,data/annotated_videos_only/0554d0e1-2a24a6bd.mov,5.51,,-100,-100,train
04d49b8a-f0e342cb,95,2,1,1490570704820.0,BDD_START,data/bddk100_info/100k/train/04d49b8a-f0e342cb.json,10000,94,1,data/annotated_videos_only/04d49b8a-f0e342cb.mov,32.55,,-100,-100,train
04bc9f93-a76176dc,96,1,0,1506739530294.0,BDD_START,data/bddk100_info/100k/train/04bc9f93-a76176dc.json,10000,95,0,data/annotated_videos_only/04bc9f93-a76176dc.mov,17.86,Q,0,0,train
03164aef-f18deb04,97,1,0,1504213379180.0,BDD_START,data/bddk100_info/100k/train/03164aef-f18deb04.json,10000,96,0,data/annotated_videos_only/03164aef-f18deb04.mov,19.45,S,1,11,train
047e4de8-d5b2cd81,98,3,2,1503945222639.0,BDD_START,data/bddk100_info/100k/train/047e4de8-d5b2cd81.json,10000,97,2,data/annotated_videos_only/047e4de8-d5b2cd81.mov,16.06,,-100,-100,train
053835b7-a2d213d3,99,4,3,1507389890476.0,BDD_START,data/bddk100_info/100k/train/053835b7-a2d213d3.json,10000,98,3,data/annotated_videos_only/053835b7-a2d213d3.mov,28.52,,-100,-100,val
04f02ef2-e065697f,100,1,0,1503793079871.0,BDD_START,data/bddk100_info/100k/train/04f02ef2-e065697f.json,10000,99,0,data/annotated_videos_only/04f02ef2-e065697f.mov,19.48,F,2,13,train
02ef72c1-5ee7012d,101,2,1,1503712816458.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-5ee7012d.json,10000,100,1,data/annotated_videos_only/02ef72c1-5ee7012d.mov,17.3,,-100,-100,train
04246ccb-d036d7ec,102,4,3,1504270213907.0,BDD_START,data/bddk100_info/100k/train/04246ccb-d036d7ec.json,10000,101,3,data/annotated_videos_only/04246ccb-d036d7ec.mov,36.66,,-100,-100,train
02e9a153-1d9cde62,103,2,1,1503678019061.0,BDD_START,data/bddk100_info/100k/train/02e9a153-1d9cde62.json,10000,102,1,data/annotated_videos_only/02e9a153-1d9cde62.mov,19.53,,-100,-100,test
03dda8e7-dea74947,104,4,3,1503935919995.0,BDD_START,data/bddk100_info/100k/train/03dda8e7-dea74947.json,10000,103,3,data/annotated_videos_only/03dda8e7-dea74947.mov,40.13,,-100,-100,train
05268dc6-4e88d5fb,105,1,0,1503720863031.0,BDD_START,data/bddk100_info/100k/train/05268dc6-4e88d5fb.json,10000,104,0,data/annotated_videos_only/05268dc6-4e88d5fb.mov,17.63,S,1,11,val
04dc483a-f595d9f1,106,4,3,1490507509351.0,BDD_START,data/bddk100_info/100k/train/04dc483a-f595d9f1.json,10000,105,3,data/annotated_videos_only/04dc483a-f595d9f1.mov,37.84,,-100,-100,train
04df85b9-abdaa88f,107,2,1,1504239843154.0,BDD_START,data/bddk100_info/100k/train/04df85b9-abdaa88f.json,10000,106,1,data/annotated_videos_only/04df85b9-abdaa88f.mov,15.66,,-100,-100,val
02ef72c1-0baf95e4,108,4,3,1503712747375.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-0baf95e4.json,10000,107,3,data/annotated_videos_only/02ef72c1-0baf95e4.mov,40.07,,-100,-100,train
0373026a-6b400710,109,4,3,1507046973482.0,BDD_START,data/bddk100_info/100k/train/0373026a-6b400710.json,10000,108,3,data/annotated_videos_only/0373026a-6b400710.mov,34.88,,-100,-100,train
04c9ba23-4f220b11,110,4,3,1505263089800.0,BDD_START,data/bddk100_info/100k/train/04c9ba23-4f220b11.json,10000,109,3,data/annotated_videos_only/04c9ba23-4f220b11.mov,40.13,,-100,-100,test
03f65112-049cca26,111,4,3,1490651426630.0,BDD_START,data/bddk100_info/100k/train/03f65112-049cca26.json,10000,110,3,data/annotated_videos_only/03f65112-049cca26.mov,22.62,,-100,-100,val
045033c7-c84358fe,112,4,3,1506829257227.0,BDD_START,data/bddk100_info/100k/train/045033c7-c84358fe.json,10000,111,3,data/annotated_videos_only/045033c7-c84358fe.mov,40.14,,-100,-100,train
03bf498b-044cb72c,113,4,3,1506696770980.0,BDD_START,data/bddk100_info/100k/train/03bf498b-044cb72c.json,10000,112,3,data/annotated_videos_only/03bf498b-044cb72c.mov,40.07,,-100,-100,train
054ce029-b78f0d6e,114,4,3,1505366403207.0,BDD_START,data/bddk100_info/100k/train/054ce029-b78f0d6e.json,10000,113,3,data/annotated_videos_only/054ce029-b78f0d6e.mov,40.17,,-100,-100,train
02c26e9d-e59d7856,115,3,2,1504280076605.0,BDD_START,data/bddk100_info/100k/train/02c26e9d-e59d7856.json,10000,114,2,data/annotated_videos_only/02c26e9d-e59d7856.mov,17.91,,-100,-100,test
045e7c02-416cdd97,116,1,0,1507576447852.0,BDD_START,data/bddk100_info/100k/train/045e7c02-416cdd97.json,10000,115,0,data/annotated_videos_only/045e7c02-416cdd97.mov,18.43,D,2,12,train
05bbfcd2-6bbad80b,117,1,0,1507173861522.0,BDD_START,data/bddk100_info/100k/train/05bbfcd2-6bbad80b.json,10000,116,0,data/annotated_videos_only/05bbfcd2-6bbad80b.mov,16.7,Q,0,0,train
07770062-61ec4de2,118,3,2,1506886670820.0,BDD_START,data/bddk100_info/100k/train/07770062-61ec4de2.json,10000,117,2,data/annotated_videos_only/07770062-61ec4de2.mov,17.94,,-100,-100,train
06ff7d61-45086936,119,2,1,1490515366230.0,BDD_START,data/bddk100_info/100k/train/06ff7d61-45086936.json,10000,118,1,data/annotated_videos_only/06ff7d61-45086936.mov,18.25,,-100,-100,test
05e61937-4d3e06ad,120,1,0,1504155152615.0,BDD_START,data/bddk100_info/100k/train/05e61937-4d3e06ad.json,10000,119,0,data/annotated_videos_only/05e61937-4d3e06ad.mov,17.34,Q,0,0,train
05b4fcee-4a9d0d0f,121,2,1,1503627234515.0,BDD_START,data/bddk100_info/100k/train/05b4fcee-4a9d0d0f.json,10000,120,1,data/annotated_videos_only/05b4fcee-4a9d0d0f.mov,9.51,,-100,-100,val
05e5b952-70bc5050,122,4,3,1490373329459.0,BDD_START,data/bddk100_info/100k/train/05e5b952-70bc5050.json,10000,121,3,data/annotated_videos_only/05e5b952-70bc5050.mov,39.44,,-100,-100,train
0749c9f8-591e1b5f,123,1,0,1503540660779.0,BDD_START,data/bddk100_info/100k/train/0749c9f8-591e1b5f.json,10000,122,0,data/annotated_videos_only/0749c9f8-591e1b5f.mov,17.81,Q,0,0,val
06ca4b52-013116c4,124,4,3,1506766004947.0,BDD_START,data/bddk100_info/100k/train/06ca4b52-013116c4.json,10000,123,3,data/annotated_videos_only/06ca4b52-013116c4.mov,40.01,,-100,-100,train
070a98e1-5cd0d845,125,1,0,1506713365521.0,BDD_START,data/bddk100_info/100k/train/070a98e1-5cd0d845.json,10000,124,0,data/annotated_videos_only/070a98e1-5cd0d845.mov,17.71,A,1,10,train
05a47370-6e560453,126,4,3,1505032719635.0,BDD_START,data/bddk100_info/100k/train/05a47370-6e560453.json,10000,125,3,data/annotated_videos_only/05a47370-6e560453.mov,40.16,,-100,-100,train
0618c64e-e8cfed90,127,2,1,1507131127364.0,BDD_START,data/bddk100_info/100k/train/0618c64e-e8cfed90.json,10000,126,1,data/annotated_videos_only/0618c64e-e8cfed90.mov,10.32,,-100,-100,test
