BDD_ID,EVENT_ID,EVENT_TYPE,y,label_ts_ms,weather,scene,timeofday,n_car,n_pedestrian,n_truck,n_bus,n_traffic_light,n_traffic_sign,n_tl_red,n_tl_yellow,n_tl_green,total_boxed_objects,min_box_area,max_box_area,mean_box_area,pct_occluded,pct_truncated
03375ea2-c96d61a8,23,4,3,10000,clear,residential,night,6,0,2,0,2,7,0,0,2,17,145.2957033052604,80792.25900661426,9992.105185731722,0.29411764705882354,0.0
02d5e1be-bd9bd999,24,4,3,10000,clear,city street,night,15,0,0,0,2,2,0,0,2,19,186.48993549205588,84432.05679072862,7741.474945954211,0.5263157894736842,0.05263157894736842
043026cb-f72901db,25,3,2,10000,rainy,city street,night,5,0,0,0,4,0,1,0,3,9,104.68520883324064,19173.478613158153,2395.6751753427316,0.2222222222222222,0.0
040dbaad-6a7b5fb7,26,4,3,10000,clear,residential,daytime,4,0,0,0,0,6,0,0,0,10,84.43915244056585,3452.355178794238,662.123596887168,0.5,0.0
0434fa79-a5fc44cc,27,1,0,10000,clear,highway,night,4,0,0,0,0,1,0,0,0,5,476.76925259825407,4400.947151197117,2057.44274300249,0.4,0.0
0518ba57-72c1da70,28,1,0,10000,clear,city street,night,16,0,0,0,7,4,4,0,1,27,154.6426564925432,6773.816244968912,1492.882913233125,0.5185185185185185,0.14814814814814814
0374204b-40287a38,29,4,3,10000,rainy,highway,night,2,0,0,0,1,1,1,0,0,4,271.8628356746749,2544.6360288290384,1091.9823395873466,0.0,0.0
0445a23c-59aa5b31,30,1,0,10000,clear,residential,daytime,8,0,0,0,2,2,0,0,1,12,91.17283862470514,115469.78161452743,14358.980044692216,0.6666666666666666,0.08333333333333333
04ede4bd-c03f27b1,31,2,1,10000,partly cloudy,city street,daytime,11,0,1,0,8,5,0,2,0,26,199.335672562588,29977.236020264245,3638.054247534963,0.23076923076923078,0.038461538461538464
03112119-f1d28776,32,1,0,10000,rainy,city street,daytime,12,0,2,0,10,3,0,0,3,27,147.62235420003583,155304.2283727692,10538.497635951288,0.37037037037037035,0.07407407407407407
0423e13f-e98cd41d,33,2,1,10000,clear,city street,daytime,14,0,0,0,0,2,0,0,0,16,35.72227842739467,44014.95012132143,3377.8069203578193,0.75,0.0
0386df8d-be9fc817,34,4,3,10000,clear,city street,daytime,17,0,0,0,0,5,0,0,0,23,69.07033603113818,8495.651595104468,1501.4689953190689,0.7391304347826086,0.043478260869565216
03d75135-9aa0cdd3,35,2,1,10000,clear,residential,daytime,11,0,0,0,5,3,0,0,2,25,117.15354040177816,86993.51392943732,9558.09602047796,0.44,0.04
044f1bbf-6dd22b42,36,2,1,10000,clear,highway,night,19,0,0,0,0,3,0,0,0,22,149.1698652051054,17416.410978652046,2142.395723716513,0.6363636363636364,0.045454545454545456
034ba984-01a430f3,37,2,1,10000,clear,city street,daytime,1,0,0,0,1,2,1,0,0,4,118.46240685001813,50412.13766730601,12782.550510226534,0.0,0.25
04488604-c87bc645,38,2,1,10000,clear,highway,night,2,0,0,0,0,6,0,0,0,8,279.69421371084866,6296.328930826061,1853.4624416882257,0.0,0.0
0480f92e-6da53797,39,4,3,10000,rainy,city street,night,13,0,0,0,3,3,1,0,1,19,472.44107330086837,25285.2683594669,5388.874689613205,0.47368421052631576,0.05263157894736842
049963e5-5cc062fc,40,2,1,10000,clear,residential,daytime,14,0,0,0,4,2,0,0,3,21,135.1026584025298,96301.49603639114,7304.783702331102,0.47619047619047616,0.047619047619047616
02e9a153-6eefde0a,41,2,1,10000,undefined,city street,daytime,15,0,0,0,0,2,0,0,0,17,202.39569830055083,30054.207697735696,4054.244991914243,0.7058823529411765,0.11764705882352941
04b5abe5-52cfa9ae,42,1,0,10000,clear,residential,night,2,0,1,0,3,5,0,0,3,11,135.81791448044467,291553.74639644823,30489.029404817684,0.0,0.09090909090909091
02ef72c1-00a6439d,43,2,1,10000,clear,city street,night,7,0,0,0,2,0,1,0,1,9,147.6134126889033,26181.467634146567,3877.785637564577,0.6666666666666666,0.0
02d478d1-e6811391,44,1,0,10000,rainy,city street,night,15,0,0,0,4,1,0,0,4,20,91.59956156592804,31413.741357447936,4233.921411647453,0.4,0.1
04cda2f6-ed6c9293,45,4,3,10000,overcast,residential,daytime,16,0,1,0,0,1,0,0,0,19,180.42737985002023,48813.80601240595,5587.589242753318,0.5263157894736842,0.10526315789473684
0386df8d-c884dc14,46,3,2,10000,clear,residential,daytime,11,0,0,0,0,0,0,0,0,11,132.78640402517507,62512.29639873942,12276.223807854502,0.5454545454545454,0.45454545454545453
04a8e132-2df6a0e0,47,2,1,10000,clear,highway,night,4,0,0,0,7,2,3,0,4,14,62.74148274857429,6338.882231641231,1513.8964098363347,0.0,0.0
046becaa-8fc35912,48,4,3,10000,undefined,city street,daytime,5,0,1,0,9,3,4,0,0,23,131.21990955001442,53311.73277240649,6811.461037675535,0.2608695652173913,0.08695652173913043
049963e5-e808fafb,49,2,1,10000,clear,city street,daytime,19,0,1,0,5,4,0,0,2,31,112.09607197536654,3513.900968973302,862.4734260152978,0.5483870967741935,0.03225806451612903
0432d284-c924667e,50,1,0,10000,snowy,city street,night,6,0,0,0,0,1,0,0,0,7,1279.3941063001566,57452.44949190712,14773.955695908962,0.7142857142857143,0.14285714285714285
04488604-72f099d0,51,4,3,10000,foggy,city street,night,17,0,0,0,3,2,0,0,3,23,118.21480880391172,8572.115347233104,1215.4396351505075,0.7391304347826086,0.043478260869565216
04bc9f93-5e778e80,52,2,1,10000,clear,city street,night,5,0,1,0,0,14,0,0,0,20,145.9591265546701,20530.776517096318,1413.1495130318822,0.2,0.0
039cb0e4-f0bc9d7a,53,3,2,10000,overcast,city street,daytime,24,0,1,0,0,1,0,0,0,27,131.20163459739828,86586.50597132575,8498.063594006373,0.7777777777777778,0.1111111111111111
05391f8a-a0e258ec,54,2,1,10000,undefined,residential,daytime,11,0,0,0,0,0,0,0,0,12,456.8987210818668,47400.312297957666,13430.86944360667,0.6666666666666666,0.16666666666666666
04c9fe6b-0da822ab,55,1,0,10000,clear,highway,night,5,0,0,0,5,4,3,0,0,14,172.20215661462043,166078.60759843397,21206.15683738111,0.2857142857142857,0.07142857142857142
02ef72c1-d2001149,56,4,3,10000,clear,city street,night,17,0,0,0,6,1,2,0,4,26,53.76471441415247,13654.042343280766,2527.1412632975184,0.4230769230769231,0.038461538461538464
03f05c87-f434a181,57,1,0,10000,partly cloudy,residential,daytime,8,0,2,0,0,2,0,0,0,12,183.72708608563207,47431.98073242228,6411.453858347936,0.6666666666666666,0.0
02bd959c-f20a2437,58,2,1,10000,overcast,city street,daytime,15,0,0,4,0,3,0,0,0,22,113.17897804492684,23890.19605340054,5242.154256330276,0.5454545454545454,0.045454545454545456
0391b282-79dba56d,59,4,3,10000,clear,city street,night,0,0,1,0,3,0,0,0,3,4,1848.5900607242868,67096.13718845375,18365.613784509977,0.25,0.25
043026cb-cf576c90,60,1,0,10000,overcast,residential,daytime,12,0,0,0,1,6,0,0,0,19,86.03057357839928,12701.43066360124,2026.7723679194976,0.3157894736842105,0.05263157894736842
04105929-5600b869,61,1,0,10000,clear,highway,night,5,0,0,0,0,9,0,0,0,14,178.3487113544653,17521.75600047354,3760.5416133923172,0.0,0.0
034d18b7-f0403558,62,4,3,10000,undefined,residential,daytime,8,0,0,0,0,2,0,0,0,10,144.99349440967964,28284.60674588009,4084.2311926142393,0.7,0.0
031675b4-5ca668c9,63,2,1,10000,clear,residential,daytime,6,0,0,0,0,2,0,0,0,9,131.20161154600834,66650.42046594198,19566.352060031913,0.6666666666666666,0.1111111111111111
049963e5-3c4e8512,64,2,1,10000,clear,city street,daytime,18,0,2,0,4,1,0,0,2,25,69.71276626044938,4019.2559821957175,1160.376637332052,0.68,0.16
0549f27d-ba21dbdd,65,2,1,10000,clear,highway,night,9,0,0,0,0,4,0,0,0,13,71.93384021467959,77292.90663062586,6278.071625909288,0.3076923076923077,0.0
051b5e6e-92d52823,66,1,0,10000,partly cloudy,city street,daytime,4,0,0,2,0,8,0,0,0,23,84.48741732362353,152979.806592075,11302.424872830827,0.4782608695652174,0.08695652173913043
04df85b9-a4966002,67,2,1,10000,clear,city street,night,8,0,0,0,2,0,0,0,2,11,284.5708501167044,19089.961777990487,4591.7429070368535,0.45454545454545453,0.0
047e4de8-a8e6dcf4,68,4,3,10000,overcast,city street,daytime,7,0,4,0,0,1,0,0,0,14,242.874861917543,15926.986052533808,3803.593850064692,0.8571428571428571,0.0
03a3f4e6-caeaf05d,69,4,3,10000,clear,city street,night,4,0,0,0,0,3,0,0,0,7,159.46871400000185,1030.2185013750156,452.3704240178643,0.14285714285714285,0.0
034ebec5-b2b76478,70,1,0,10000,clear,city street,night,12,0,0,0,2,0,0,0,2,14,174.38345873659884,62948.60773343648,9351.48583728623,0.5714285714285714,0.07142857142857142
030e8b7a-4dab7745,71,2,1,10000,overcast,highway,daytime,10,0,0,0,0,7,0,0,0,17,235.43969507035993,41168.30504725241,4670.212626404749,0.35294117647058826,0.058823529411764705
02ef72c1-00ab3007,72,2,1,10000,clear,highway,night,4,0,0,0,0,0,0,0,0,4,168.14412480772728,131269.1932693676,33599.635611190024,0.5,0.0
02d478d1-0328a5bf,73,1,0,10000,rainy,city street,night,5,0,0,0,3,4,0,0,3,12,153.77321981257725,1628.8571643757489,512.7197852252544,0.25,0.08333333333333333
02ef72c1-6e9a4af4,74,2,1,10000,clear,highway,night,6,0,0,0,0,0,0,0,0,6,384.4330672501796,1984.8135763135078,1041.2915253755002,0.6666666666666666,0.0
03c66a02-3deee2e5,75,3,2,10000,partly cloudy,city street,daytime,29,0,1,0,0,1,0,0,0,31,134.45115804876036,24392.93240496346,1805.4992613458382,0.7096774193548387,0.06451612903225806
04d99a06-b17c00d8,76,4,3,10000,rainy,highway,night,14,0,0,0,0,0,0,0,0,14,171.14791464141507,15873.971441753883,2337.9366069535777,0.5714285714285714,0.0
02d478d1-9774e131,77,1,0,10000,rainy,city street,night,9,0,0,0,1,0,0,0,1,10,91.59956156592804,104266.46852099751,17796.976277482772,0.8,0.1
044f1bbf-8c5aaaa6,78,2,1,10000,clear,highway,night,1,0,0,0,6,1,1,1,3,8,527.0909139709805,5355.923152409228,1558.6526048571532,0.125,0.0
03164aef-9a01fe07,79,2,1,10000,overcast,city street,daytime,22,0,0,2,10,9,1,0,7,53,93.41340267095985,42316.274112580046,2654.7620956557134,0.5849056603773585,0.018867924528301886
02f08b1d-16200b45,80,3,2,10000,undefined,city street,daytime,3,0,0,0,6,8,2,0,3,17,134.58448721682174,12347.004833127074,1359.633160916962,0.0,0.058823529411764705
04262895-e1b3c150,81,4,3,10000,rainy,highway,daytime,12,0,5,0,0,1,0,0,0,18,248.65320618609766,38077.25288849646,4204.089843141208,0.8333333333333334,0.05555555555555555
02ef72c1-a37b71ce,82,2,1,10000,clear,city street,night,2,0,0,0,3,0,0,0,3,5,547.9348187487599,88135.53012880032,22326.528759480098,0.0,0.2
0554d0e1-4cfbe343,83,2,1,10000,clear,residential,night,1,0,0,0,0,3,0,0,0,4,509.4563795495249,7749.64411054765,2669.4777348813827,0.0,0.0
03d767c8-1012d4f8,84,2,1,10000,clear,highway,daytime,2,0,0,0,0,0,0,0,0,6,1060.2559660841257,3071.0861009173777,2060.1315591714815,0.16666666666666666,0.0
02d478d1-5ffc4cb0,85,4,3,10000,rainy,residential,night,10,0,0,0,0,0,0,0,0,10,807.4685531250125,72519.9436620739,16123.137464707528,0.6,0.1
04c9fe6b-56257996,86,4,3,10000,clear,highway,night,16,0,0,0,7,2,1,0,6,27,149.9564949772556,9728.445610804367,1260.1423415148106,0.5555555555555556,0.0
04a04dc0-7f72e106,87,2,1,10000,clear,highway,night,1,0,1,0,0,6,0,0,0,8,169.09340317753598,111351.04993031637,15704.188127252133,0.125,0.125
03534ec1-78720606,88,4,3,10000,undefined,city street,daytime,6,0,0,0,6,9,1,0,4,26,85.62893872308521,5357.259152263172,878.6848573568176,0.34615384615384615,0.07692307692307693
043026cb-3a39d0b7,89,4,3,10000,rainy,city street,night,6,0,0,0,5,4,2,0,3,15,102.51548156254998,1486.4744413132523,539.6987941799266,0.26666666666666666,0.0
04e02bc6-62d455f2,90,2,1,10000,clear,city street,night,5,0,0,1,0,2,0,0,0,8,1234.154995518374,79063.05042740563,11806.17608172994,0.25,0.125
02ef72c1-4af36cad,91,2,1,10000,clear,city street,night,5,0,0,0,7,2,1,0,6,14,191.37763109168924,7051.163148693598,1399.754669845022,0.14285714285714285,0.0
053c8b8d-8778d73e,92,2,1,10000,clear,highway,daytime,3,0,0,1,0,4,0,0,0,8,674.3580974797662,10997.224114749335,2993.2240358648132,0.375,0.0
04488248-af1d57c1,93,2,1,10000,clear,highway,daytime,4,0,0,0,0,8,0,0,0,13,79.33856070571602,14598.289632530921,2419.465581107233,0.3076923076923077,0.07692307692307693
0554d0e1-2a24a6bd,94,2,1,10000,clear,city street,night,7,0,0,0,0,0,0,0,0,7,1264.1948234538381,23888.922225564955,8336.92431633192,0.7142857142857143,0.14285714285714285
04d49b8a-f0e342cb,95,2,1,10000,rainy,city street,daytime,7,0,1,0,9,1,7,0,0,19,102.05992980001278,48354.53579775606,6370.016634853445,0.2631578947368421,0.05263157894736842
04bc9f93-a76176dc,96,1,0,10000,clear,city street,night,5,0,0,0,5,2,0,0,3,12,256.2887098126219,83550.11975328931,13577.730892614245,0.25,0.08333333333333333
03164aef-f18deb04,97,1,0,10000,overcast,city street,daytime,11,0,0,0,0,4,0,0,0,15,152.37217338734442,53330.26678801155,7066.086074088976,0.5333333333333333,0.0
047e4de8-d5b2cd81,98,3,2,10000,partly cloudy,city street,daytime,9,0,1,0,0,0,0,0,0,10,2218.8107251103966,122539.13246551012,43477.715261519406,0.5,0.2
053835b7-a2d213d3,99,4,3,10000,overcast,residential,daytime,12,0,1,0,3,1,2,0,0,18,128.1443709375504,32870.45117757785,3248.38032197027,0.6666666666666666,0.0
04f02ef2-e065697f,100,1,0,10000,clear,highway,night,17,0,0,0,3,2,0,0,3,22,120.72701192756777,7424.712421382169,1926.29889759757,0.7272727272727273,0.09090909090909091
02ef72c1-5ee7012d,101,2,1,10000,clear,city street,night,4,0,0,0,3,3,1,0,2,10,68.16368340336659,4459.284666225652,781.8780616942225,0.0,0.0
04246ccb-d036d7ec,102,4,3,10000,undefined,highway,daytime,8,0,0,0,0,3,0,0,0,11,126.52579608115524,7450.963600576194,2054.617280411882,0.45454545454545453,0.09090909090909091
02e9a153-1d9cde62,103,2,1,10000,overcast,residential,daytime,14,0,0,0,2,2,0,0,1,18,195.59766468375207,76772.07557740225,6702.007610370845,0.5,0.2222222222222222
03dda8e7-dea74947,104,4,3,10000,overcast,city street,daytime,10,0,0,0,0,0,0,0,0,10,289.9870265146696,9950.179163720526,1912.2830859065339,0.8,0.1
05268dc6-4e88d5fb,105,1,0,10000,clear,highway,night,2,0,0,0,0,6,0,0,0,8,294.2722615552838,3819.064908898668,1412.5066703864377,0.0,0.0
04dc483a-f595d9f1,106,4,3,10000,clear,highway,night,1,0,0,0,0,7,0,0,0,8,80.66761169522452,1242.8790410549364,309.2259111951163,0.0,0.0
04df85b9-abdaa88f,107,2,1,10000,clear,highway,night,8,0,0,0,0,0,0,0,0,8,698.4920938579995,4272.39549276259,2377.532093833196,1.0,0.0
02ef72c1-0baf95e4,108,4,3,10000,clear,highway,night,9,0,0,0,0,2,0,0,0,11,328.04978400003296,32192.61741720397,9481.963858323876,0.36363636363636365,0.18181818181818182
0373026a-6b400710,109,4,3,10000,clear,city street,daytime,8,0,3,0,5,4,0,0,1,24,121.70986023169746,41167.143276732175,5314.273756011484,0.5,0.08333333333333333
04c9ba23-4f220b11,110,4,3,10000,clear,highway,night,0,0,0,0,0,7,0,0,0,7,137.97375476572867,1455.1919268083927,510.0101185258665,0.14285714285714285,0.0
03f65112-049cca26,111,4,3,10000,rainy,city street,dawn/dusk,4,0,0,0,6,3,4,0,0,24,218.69983530003103,27250.000528953475,2286.2487052690335,0.25,0.08333333333333333
045033c7-c84358fe,112,4,3,10000,clear,highway,night,2,0,0,0,1,3,0,0,1,6,113.90608462506042,8406.269606254033,1632.1793886570274,0.16666666666666666,0.0
03bf498b-044cb72c,113,4,3,10000,partly cloudy,highway,daytime,7,0,0,0,0,4,0,0,0,11,302.70819064195734,108671.10298970249,12701.103572425753,0.6363636363636364,0.09090909090909091
054ce029-b78f0d6e,114,4,3,10000,clear,city street,night,8,0,0,0,0,2,0,0,0,10,7.967170749274547,29392.529207963922,6184.984477129366,0.3,0.1
02c26e9d-e59d7856,115,3,2,10000,clear,highway,daytime,4,0,1,0,0,0,0,0,0,5,303.59359361773414,16870.461690273147,7243.898467031804,0.2,0.0
045e7c02-416cdd97,116,1,0,10000,overcast,city street,daytime,5,0,0,0,0,6,0,0,0,11,187.0322182740803,117331.74805205473,11777.064817616752,0.18181818181818182,0.0
05bbfcd2-6bbad80b,117,1,0,10000,clear,city street,night,5,0,1,0,0,0,0,0,0,6,1858.3532190107294,33566.551735488625,14306.131244149625,0.6666666666666666,0.3333333333333333
07770062-61ec4de2,118,3,2,10000,clear,city street,daytime,20,0,0,0,6,2,0,0,2,29,45.19243014652824,111250.07601208947,6258.574875521035,0.5862068965517241,0.034482758620689655
06ff7d61-45086936,119,2,1,10000,rainy,city street,night,7,0,0,0,0,6,0,0,0,14,114.81740145002058,3615.8375349004177,1010.4453701036931,0.2857142857142857,0.0
05e61937-4d3e06ad,120,1,0,10000,clear,highway,night,19,0,0,0,2,1,0,0,2,22,125.6121843747327,50956.81503230343,6804.725478352354,0.6363636363636364,0.045454545454545456
05b4fcee-4a9d0d0f,121,2,1,10000,clear,city street,night,3,0,0,0,0,3,0,0,0,6,2307.311189464422,11396.435955613546,5949.655697328572,0.0,0.16666666666666666
05e5b952-70bc5050,122,4,3,10000,rainy,city street,daytime,11,0,0,0,0,0,0,0,0,11,354.97093014964815,35880.0902131207,6843.664439033601,0.6363636363636364,0.18181818181818182
0749c9f8-591e1b5f,123,1,0,10000,clear,highway,night,3,0,0,0,0,4,0,0,0,7,478.4055750002372,16653.071184757642,5099.738548743464,0.2857142857142857,0.14285714285714285
06ca4b52-013116c4,124,4,3,10000,clear,city street,night,10,0,0,0,5,4,2,0,3,19,60.20187206525977,16440.759778453885,2834.7419795032497,0.42105263157894735,0.05263157894736842
070a98e1-5cd0d845,125,1,0,10000,overcast,highway,daytime,2,0,0,1,6,4,0,0,0,13,184.86671344990776,308618.665998589,33413.01666637705,0.23076923076923078,0.23076923076923078
05a47370-6e560453,126,4,3,10000,clear,city street,daytime,10,0,0,0,0,5,0,0,0,15,103.48031313774077,144044.59679072635,18225.613948095994,0.4,0.06666666666666667
0618c64e-e8cfed90,127,2,1,10000,clear,highway,daytime,0,0,0,1,0,14,0,0,0,15,88.41005268624438,7596.355105611904,721.7389300485844,0.13333333333333333,0.0
07c73bfa-92365af9,128,4,3,10000,overcast,residential,daytime,13,0,1,0,0,1,0,0,0,15,44.26213622742058,61079.087964115955,6857.048342729493,0.6666666666666666,0.06666666666666667
071055c2-651bcc30,129,4,3,10000,clear,undefined,night,19,0,0,0,0,2,0,0,0,21,234.52287708473398,169541.59171745458,15304.726774354607,0.7619047619047619,0.09523809523809523
06147f21-9357dcfc,130,1,0,10000,clear,city street,night,7,0,0,1,3,2,0,0,3,13,446.5284727549332,30337.78137322956,5329.390776185998,0.3076923076923077,0.0
07b5af1c-5153aa63,131,3,2,10000,clear,city street,daytime,5,0,0,0,0,0,0,0,0,11,1080.2599786602475,69777.6157803377,14726.235041095782,0.5454545454545454,0.18181818181818182
069ec458-173e54eb,132,1,0,10000,clear,residential,night,16,0,0,0,6,1,4,0,2,23,21.558399182145116,43572.1919067851,3876.010537079238,0.6086956521739131,0.0
06549737-6200bad0,133,4,3,10000,clear,city street,daytime,16,0,1,0,2,3,2,0,0,23,136.68730087507222,68048.92336338728,6518.9648250346145,0.43478260869565216,0.08695652173913043
07632891-5003ac75,134,4,3,10000,clear,highway,night,1,0,0,0,3,3,0,0,3,7,98.40121954488441,418.20513888393043,181.3393772051009,0.0,0.0
05ee8e98-485483e2,135,3,2,10000,rainy,city street,daytime,25,0,1,0,9,10,1,0,4,52,72.49674720483982,13118.286970799154,1100.103328743998,0.4807692307692308,0.019230769230769232
0706e16c-8eb9233a,136,4,3,10000,snowy,highway,daytime,7,0,3,0,0,5,0,0,0,15,196.62525158835098,14985.300468750083,2994.929966009452,0.5333333333333333,0.0
05a86ea1-a47bd8d5,137,4,3,10000,clear,parking lot,night,4,0,0,0,0,0,0,0,0,4,9300.432484129415,45704.82000714658,20748.706870791022,0.5,0.0
0605d7f1-83f1d038,138,1,0,10000,clear,highway,night,4,0,1,0,0,3,0,0,0,8,284.1918468755279,6937.195938403826,1407.5830415311814,0.375,0.0
0594b1a4-930c6473,139,4,3,10000,overcast,city street,daytime,11,0,3,0,1,3,0,0,1,19,93.72282160645815,30902.754109966198,5158.084288608145,0.631578947368421,0.05263157894736842
075b7f38-faeae246,140,2,1,10000,undefined,residential,daytime,15,0,0,0,0,1,0,0,0,16,230.85091472987034,82983.9084717058,16846.323657422945,0.8125,0.125
070f6b29-17d7c3b0,141,4,3,10000,clear,city street,night,2,0,0,0,0,5,0,0,0,7,330.57724101606095,88321.41691610402,18283.837505390544,0.0,0.14285714285714285
06d26329-df64815b,142,2,1,10000,clear,highway,night,6,0,2,0,9,5,7,0,2,22,75.45266431430395,17277.232027028982,1764.625575322297,0.2727272727272727,0.18181818181818182
074f53a8-5662b9c2,143,2,1,10000,clear,undefined,night,14,0,0,0,2,2,0,0,2,18,185.2699152974043,58612.243440062295,10845.198722017785,0.5,0.1111111111111111
07046e51-26d2ca17,144,3,2,10000,undefined,city street,daytime,20,0,0,0,5,6,0,0,5,34,67.5513138249961,22536.2069067834,3112.1103181373746,0.47058823529411764,0.029411764705882353
07d85772-0bb4a5e1,145,1,0,10000,overcast,city street,daytime,13,0,1,0,5,5,0,1,2,27,149.9564582402324,205534.1259948489,10495.098912988651,0.48148148148148145,0.07407407407407407
06fc9e56-70b15d2f,146,4,3,10000,clear,city street,daytime,4,0,0,2,5,7,0,0,3,25,48.506398343359095,7526.576051055174,2070.4685994268793,0.16,0.0
07bf51f9-ae12b6bc,147,4,3,10000,snowy,city street,dawn/dusk,15,0,0,0,0,1,0,0,0,17,342.05993809487046,84745.5863790282,15846.20698223438,0.7647058823529411,0.29411764705882354
061c075c-3a32cdce,148,2,1,10000,partly cloudy,highway,daytime,10,0,1,0,0,2,0,0,0,13,132.72203235858765,16619.74773677261,2486.1199768982838,0.46153846153846156,0.07692307692307693
0798a3a8-c4501e0f,149,4,3,10000,snowy,city street,daytime,12,0,0,0,6,4,1,0,2,30,84.43914475243187,67471.62955752392,6038.004628238608,0.6,0.06666666666666667
06cefa8d-bc1fd9ab,150,1,0,10000,clear,residential,dawn/dusk,9,0,1,0,4,6,2,0,1,23,101.49543666294954,120815.83223222125,6475.198439024323,0.43478260869565216,0.08695652173913043
06031175-b4b8a11e,151,4,3,10000,clear,city street,night,0,0,0,0,9,1,3,0,6,10,370.1595275736277,1885.2659339579957,767.9063163960133,0.1,0.0
073873be-32a8b6b8,152,4,3,10000,clear,city street,night,5,0,0,0,11,6,3,3,0,31,163.11766909454101,73319.58910226494,4513.409726491254,0.22580645161290322,0.12903225806451613
