BDD_ID,EVENT_ID,EVENT_TYPE,y,event_time_ms,anchor_source,info_json_path,label_ts_ms
03d75135-9aa0cdd3,35,2,1,1503775055263.0,BDD_START,data/bddk100_info/100k/train/03d75135-9aa0cdd3.json,10000
044f1bbf-6dd22b42,36,2,1,1507269250372.0,BDD_START,data/bddk100_info/100k/train/044f1bbf-6dd22b42.json,10000
034ba984-01a430f3,37,2,1,1490185203986.0,BDD_START,data/bddk100_info/100k/train/034ba984-01a430f3.json,10000
04488604-c87bc645,38,2,1,1490408831988.0,BDD_START,data/bddk100_info/100k/train/04488604-c87bc645.json,10000
0480f92e-6da53797,39,4,3,1490578753497.0,BDD_START,data/bddk100_info/100k/train/0480f92e-6da53797.json,10000
049963e5-5cc062fc,40,2,1,1505312169732.0,BDD_START,data/bddk100_info/100k/train/049963e5-5cc062fc.json,10000
02e9a153-6eefde0a,41,2,1,1503674327543.0,BDD_START,data/bddk100_info/100k/train/02e9a153-6eefde0a.json,10000
04b5abe5-52cfa9ae,42,1,0,1507252150934.0,BDD_START,data/bddk100_info/100k/train/04b5abe5-52cfa9ae.json,10000
02ef72c1-00a6439d,43,2,1,1503721009160.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-00a6439d.json,10000
02d478d1-e6811391,44,1,0,1490593688049.0,BDD_START,data/bddk100_info/100k/train/02d478d1-e6811391.json,10000
04cda2f6-ed6c9293,45,4,3,1505325854511.0,BDD_START,data/bddk100_info/100k/train/04cda2f6-ed6c9293.json,10000
0386df8d-c884dc14,46,3,2,1504297207072.0,BDD_START,data/bddk100_info/100k/train/0386df8d-c884dc14.json,10000
04a8e132-2df6a0e0,47,2,1,1504322949724.0,BDD_START,data/bddk100_info/100k/train/04a8e132-2df6a0e0.json,10000
046becaa-8fc35912,48,4,3,1489430782211.0,BDD_START,data/bddk100_info/100k/train/046becaa-8fc35912.json,10000
049963e5-e808fafb,49,2,1,1505312103366.0,BDD_START,data/bddk100_info/100k/train/049963e5-e808fafb.json,10000
0432d284-c924667e,50,1,0,1489883116512.0,BDD_START,data/bddk100_info/100k/train/0432d284-c924667e.json,10000
04488604-72f099d0,51,4,3,1490410972812.0,BDD_START,data/bddk100_info/100k/train/04488604-72f099d0.json,10000
04bc9f93-5e778e80,52,2,1,1506740251331.0,BDD_START,data/bddk100_info/100k/train/04bc9f93-5e778e80.json,10000
039cb0e4-f0bc9d7a,53,3,2,1503947546439.0,BDD_START,data/bddk100_info/100k/train/039cb0e4-f0bc9d7a.json,10000
05391f8a-a0e258ec,54,2,1,1507215451021.0,BDD_START,data/bddk100_info/100k/train/05391f8a-a0e258ec.json,10000
04c9fe6b-0da822ab,55,1,0,1507246951276.0,BDD_START,data/bddk100_info/100k/train/04c9fe6b-0da822ab.json,10000
02ef72c1-d2001149,56,4,3,1503721719126.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-d2001149.json,10000
03f05c87-f434a181,57,1,0,1506716200790.0,BDD_START,data/bddk100_info/100k/train/03f05c87-f434a181.json,10000
02bd959c-f20a2437,58,2,1,1506795811006.0,BDD_START,data/bddk100_info/100k/train/02bd959c-f20a2437.json,10000
0391b282-79dba56d,59,4,3,1504231037056.0,BDD_START,data/bddk100_info/100k/train/0391b282-79dba56d.json,10000
043026cb-cf576c90,60,1,0,1490568131498.0,BDD_START,data/bddk100_info/100k/train/043026cb-cf576c90.json,10000
04105929-5600b869,61,1,0,1503890461403.0,BDD_START,data/bddk100_info/100k/train/04105929-5600b869.json,10000
034d18b7-f0403558,62,4,3,1503677569681.0,BDD_START,data/bddk100_info/100k/train/034d18b7-f0403558.json,10000
031675b4-5ca668c9,63,2,1,1503918871468.0,BDD_START,data/bddk100_info/100k/train/031675b4-5ca668c9.json,10000
049963e5-3c4e8512,64,2,1,1505312256430.0,BDD_START,data/bddk100_info/100k/train/049963e5-3c4e8512.json,10000
0549f27d-ba21dbdd,65,2,1,1507452760282.0,BDD_START,data/bddk100_info/100k/train/0549f27d-ba21dbdd.json,10000
051b5e6e-92d52823,66,1,0,1507228050049.0,BDD_START,data/bddk100_info/100k/train/051b5e6e-92d52823.json,10000
04df85b9-a4966002,67,2,1,1504232599547.0,BDD_START,data/bddk100_info/100k/train/04df85b9-a4966002.json,10000
047e4de8-a8e6dcf4,68,4,3,1503943740491.0,BDD_START,data/bddk100_info/100k/train/047e4de8-a8e6dcf4.json,10000
03a3f4e6-caeaf05d,69,4,3,1490328158100.0,BDD_START,data/bddk100_info/100k/train/03a3f4e6-caeaf05d.json,10000
034ebec5-b2b76478,70,1,0,1490231308992.0,BDD_START,data/bddk100_info/100k/train/034ebec5-b2b76478.json,10000
030e8b7a-4dab7745,71,2,1,1507498870515.0,BDD_START,data/bddk100_info/100k/train/030e8b7a-4dab7745.json,10000
02ef72c1-00ab3007,72,2,1,1503723545266.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-00ab3007.json,10000
02d478d1-0328a5bf,73,1,0,1490594810795.0,BDD_START,data/bddk100_info/100k/train/02d478d1-0328a5bf.json,10000
02ef72c1-6e9a4af4,74,2,1,1503714939974.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-6e9a4af4.json,10000
03c66a02-3deee2e5,75,3,2,1490046742978.0,BDD_START,data/bddk100_info/100k/train/03c66a02-3deee2e5.json,10000
04d99a06-b17c00d8,76,4,3,1504062040464.0,BDD_START,data/bddk100_info/100k/train/04d99a06-b17c00d8.json,10000
02d478d1-9774e131,77,1,0,1490594141898.0,BDD_START,data/bddk100_info/100k/train/02d478d1-9774e131.json,10000
044f1bbf-8c5aaaa6,78,2,1,1507268401631.0,BDD_START,data/bddk100_info/100k/train/044f1bbf-8c5aaaa6.json,10000
03164aef-9a01fe07,79,2,1,1504221420027.0,BDD_START,data/bddk100_info/100k/train/03164aef-9a01fe07.json,10000
02f08b1d-16200b45,80,3,2,1506858491154.0,BDD_START,data/bddk100_info/100k/train/02f08b1d-16200b45.json,10000
04262895-e1b3c150,81,4,3,1504016842430.0,BDD_START,data/bddk100_info/100k/train/04262895-e1b3c150.json,10000
02ef72c1-a37b71ce,82,2,1,1503721084779.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-a37b71ce.json,10000
0554d0e1-4cfbe343,83,2,1,1504222665822.0,BDD_START,data/bddk100_info/100k/train/0554d0e1-4cfbe343.json,10000
03d767c8-1012d4f8,84,2,1,1504006617820.0,BDD_START,data/bddk100_info/100k/train/03d767c8-1012d4f8.json,10000
02d478d1-5ffc4cb0,85,4,3,1490592094269.0,BDD_START,data/bddk100_info/100k/train/02d478d1-5ffc4cb0.json,10000
04c9fe6b-56257996,86,4,3,1507247633462.0,BDD_START,data/bddk100_info/100k/train/04c9fe6b-56257996.json,10000
04a04dc0-7f72e106,87,2,1,1506729362704.0,BDD_START,data/bddk100_info/100k/train/04a04dc0-7f72e106.json,10000
03534ec1-78720606,88,4,3,1505041406953.0,BDD_START,data/bddk100_info/100k/train/03534ec1-78720606.json,10000
043026cb-3a39d0b7,89,4,3,1490587897275.0,BDD_START,data/bddk100_info/100k/train/043026cb-3a39d0b7.json,10000
04e02bc6-62d455f2,90,2,1,1504200561873.0,BDD_START,data/bddk100_info/100k/train/04e02bc6-62d455f2.json,10000
02ef72c1-4af36cad,91,2,1,1503723834931.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-4af36cad.json,10000
053c8b8d-8778d73e,92,2,1,1505226149067.0,BDD_START,data/bddk100_info/100k/train/053c8b8d-8778d73e.json,10000
04488248-af1d57c1,93,2,1,1506977666889.0,BDD_START,data/bddk100_info/100k/train/04488248-af1d57c1.json,10000
0554d0e1-2a24a6bd,94,2,1,1504222705316.0,BDD_START,data/bddk100_info/100k/train/0554d0e1-2a24a6bd.json,10000
04d49b8a-f0e342cb,95,2,1,1490570704820.0,BDD_START,data/bddk100_info/100k/train/04d49b8a-f0e342cb.json,10000
04bc9f93-a76176dc,96,1,0,1506739530294.0,BDD_START,data/bddk100_info/100k/train/04bc9f93-a76176dc.json,10000
03164aef-f18deb04,97,1,0,1504213379180.0,BDD_START,data/bddk100_info/100k/train/03164aef-f18deb04.json,10000
047e4de8-d5b2cd81,98,3,2,1503945222639.0,BDD_START,data/bddk100_info/100k/train/047e4de8-d5b2cd81.json,10000
053835b7-a2d213d3,99,4,3,1507389890476.0,BDD_START,data/bddk100_info/100k/train/053835b7-a2d213d3.json,10000
04f02ef2-e065697f,100,1,0,1503793079871.0,BDD_START,data/bddk100_info/100k/train/04f02ef2-e065697f.json,10000
02ef72c1-5ee7012d,101,2,1,1503712816458.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-5ee7012d.json,10000
04246ccb-d036d7ec,102,4,3,1504270213907.0,BDD_START,data/bddk100_info/100k/train/04246ccb-d036d7ec.json,10000
02e9a153-1d9cde62,103,2,1,1503678019061.0,BDD_START,data/bddk100_info/100k/train/02e9a153-1d9cde62.json,10000
03dda8e7-dea74947,104,4,3,1503935919995.0,BDD_START,data/bddk100_info/100k/train/03dda8e7-dea74947.json,10000
05268dc6-4e88d5fb,105,1,0,1503720863031.0,BDD_START,data/bddk100_info/100k/train/05268dc6-4e88d5fb.json,10000
04dc483a-f595d9f1,106,4,3,1490507509351.0,BDD_START,data/bddk100_info/100k/train/04dc483a-f595d9f1.json,10000
04df85b9-abdaa88f,107,2,1,1504239843154.0,BDD_START,data/bddk100_info/100k/train/04df85b9-abdaa88f.json,10000
02ef72c1-0baf95e4,108,4,3,1503712747375.0,BDD_START,data/bddk100_info/100k/train/02ef72c1-0baf95e4.json,10000
0373026a-6b400710,109,4,3,1507046973482.0,BDD_START,data/bddk100_info/100k/train/0373026a-6b400710.json,10000
04c9ba23-4f220b11,110,4,3,1505263089800.0,BDD_START,data/bddk100_info/100k/train/04c9ba23-4f220b11.json,10000
03f65112-049cca26,111,4,3,1490651426630.0,BDD_START,data/bddk100_info/100k/train/03f65112-049cca26.json,10000
045033c7-c84358fe,112,4,3,1506829257227.0,BDD_START,data/bddk100_info/100k/train/045033c7-c84358fe.json,10000
03bf498b-044cb72c,113,4,3,1506696770980.0,BDD_START,data/bddk100_info/100k/train/03bf498b-044cb72c.json,10000
054ce029-b78f0d6e,114,4,3,1505366403207.0,BDD_START,data/bddk100_info/100k/train/054ce029-b78f0d6e.json,10000
02c26e9d-e59d7856,115,3,2,1504280076605.0,BDD_START,data/bddk100_info/100k/train/02c26e9d-e59d7856.json,10000
045e7c02-416cdd97,116,1,0,1507576447852.0,BDD_START,data/bddk100_info/100k/train/045e7c02-416cdd97.json,10000
05bbfcd2-6bbad80b,117,1,0,1507173861522.0,BDD_START,data/bddk100_info/100k/train/05bbfcd2-6bbad80b.json,10000
07770062-61ec4de2,118,3,2,1506886670820.0,BDD_START,data/bddk100_info/100k/train/07770062-61ec4de2.json,10000
06ff7d61-45086936,119,2,1,1490515366230.0,BDD_START,data/bddk100_info/100k/train/06ff7d61-45086936.json,10000
05e61937-4d3e06ad,120,1,0,1504155152615.0,BDD_START,data/bddk100_info/100k/train/05e61937-4d3e06ad.json,10000
05b4fcee-4a9d0d0f,121,2,1,1503627234515.0,BDD_START,data/bddk100_info/100k/train/05b4fcee-4a9d0d0f.json,10000
05e5b952-70bc5050,122,4,3,1490373329459.0,BDD_START,data/bddk100_info/100k/train/05e5b952-70bc5050.json,10000
0749c9f8-591e1b5f,123,1,0,1503540660779.0,BDD_START,data/bddk100_info/100k/train/0749c9f8-591e1b5f.json,10000
06ca4b52-013116c4,124,4,3,1506766004947.0,BDD_START,data/bddk100_info/100k/train/06ca4b52-013116c4.json,10000
070a98e1-5cd0d845,125,1,0,1506713365521.0,BDD_START,data/bddk100_info/100k/train/070a98e1-5cd0d845.json,10000
05a47370-6e560453,126,4,3,1505032719635.0,BDD_START,data/bddk100_info/100k/train/05a47370-6e560453.json,10000
0618c64e-e8cfed90,127,2,1,1507131127364.0,BDD_START,data/bddk100_info/100k/train/0618c64e-e8cfed90.json,10000
07c73bfa-92365af9,128,4,3,1504278486397.0,BDD_START,data/bddk100_info/100k/train/07c73bfa-92365af9.json,10000
071055c2-651bcc30,129,4,3,1504149552553.0,BDD_START,data/bddk100_info/100k/train/071055c2-651bcc30.json,10000
06147f21-9357dcfc,130,1,0,1507511852032.0,BDD_START,data/bddk100_info/100k/train/06147f21-9357dcfc.json,10000
07b5af1c-5153aa63,131,3,2,1507142579235.0,BDD_START,data/bddk100_info/100k/train/07b5af1c-5153aa63.json,10000
069ec458-173e54eb,132,1,0,1507362895061.0,BDD_START,data/bddk100_info/100k/train/069ec458-173e54eb.json,10000
06549737-6200bad0,133,4,3,1503500706209.0,BDD_START,data/bddk100_info/100k/train/06549737-6200bad0.json,10000
07632891-5003ac75,134,4,3,1505261487894.0,BDD_START,data/bddk100_info/100k/train/07632891-5003ac75.json,10000
05ee8e98-485483e2,135,3,2,1504023921142.0,BDD_START,data/bddk100_info/100k/train/05ee8e98-485483e2.json,10000
0706e16c-8eb9233a,136,4,3,1489758300310.0,BDD_START,data/bddk100_info/100k/train/0706e16c-8eb9233a.json,10000
05a86ea1-a47bd8d5,137,4,3,1504041526739.0,BDD_START,data/bddk100_info/100k/train/05a86ea1-a47bd8d5.json,10000
0605d7f1-83f1d038,138,1,0,1507333641832.0,BDD_START,data/bddk100_info/100k/train/0605d7f1-83f1d038.json,10000
0594b1a4-930c6473,139,4,3,1504380151708.0,BDD_START,data/bddk100_info/100k/train/0594b1a4-930c6473.json,10000
075b7f38-faeae246,140,2,1,1504175076552.0,BDD_START,data/bddk100_info/100k/train/075b7f38-faeae246.json,10000
070f6b29-17d7c3b0,141,4,3,1506839521070.0,BDD_START,data/bddk100_info/100k/train/070f6b29-17d7c3b0.json,10000
06d26329-df64815b,142,2,1,1505285698280.0,BDD_START,data/bddk100_info/100k/train/06d26329-df64815b.json,10000
074f53a8-5662b9c2,143,2,1,1504348512852.0,BDD_START,data/bddk100_info/100k/train/074f53a8-5662b9c2.json,10000
07046e51-26d2ca17,144,3,2,1504206908441.0,BDD_START,data/bddk100_info/100k/train/07046e51-26d2ca17.json,10000
07d85772-0bb4a5e1,145,1,0,1507296297334.0,BDD_START,data/bddk100_info/100k/train/07d85772-0bb4a5e1.json,10000
06fc9e56-70b15d2f,146,4,3,1503621589336.0,BDD_START,data/bddk100_info/100k/train/06fc9e56-70b15d2f.json,10000
07bf51f9-ae12b6bc,147,4,3,1489788868379.0,BDD_START,data/bddk100_info/100k/train/07bf51f9-ae12b6bc.json,10000
061c075c-3a32cdce,148,2,1,1490132399334.0,BDD_START,data/bddk100_info/100k/train/061c075c-3a32cdce.json,10000
0798a3a8-c4501e0f,149,4,3,1489754118708.0,BDD_START,data/bddk100_info/100k/train/0798a3a8-c4501e0f.json,10000
06cefa8d-bc1fd9ab,150,1,0,1505413885594.0,BDD_START,data/bddk100_info/100k/train/06cefa8d-bc1fd9ab.json,10000
06031175-b4b8a11e,151,4,3,1505282734724.0,BDD_START,data/bddk100_info/100k/train/06031175-b4b8a11e.json,10000
073873be-32a8b6b8,152,4,3,1506747262419.0,BDD_START,data/bddk100_info/100k/train/073873be-32a8b6b8.json,10000
069fea5f-ee9d10dc,153,1,0,1504049040351.0,BDD_START,data/bddk100_info/100k/train/069fea5f-ee9d10dc.json,10000
06d7ad03-670b804e,154,4,3,1503555579173.0,BDD_START,data/bddk100_info/100k/train/06d7ad03-670b804e.json,10000
064677da-8d4063f4,155,4,3,1507392293463.0,BDD_START,data/bddk100_info/100k/train/064677da-8d4063f4.json,10000
05e5b952-73bfedb3,156,4,3,1490374219359.0,BDD_START,data/bddk100_info/100k/train/05e5b952-73bfedb3.json,10000
057caffa-a4f08778,157,1,0,1503945577807.0,BDD_START,data/bddk100_info/100k/train/057caffa-a4f08778.json,10000
069dc121-6eb3248b,158,4,3,1503452886565.0,BDD_START,data/bddk100_info/100k/train/069dc121-6eb3248b.json,10000
06eba8d5-65737473,159,2,1,1503629812084.0,BDD_START,data/bddk100_info/100k/train/06eba8d5-65737473.json,10000
07454314-d5919c75,160,4,3,1503967859008.0,BDD_START,data/bddk100_info/100k/train/07454314-d5919c75.json,10000
06ba2179-c1ded330,161,2,1,1503718210019.0,BDD_START,data/bddk100_info/100k/train/06ba2179-c1ded330.json,10000
0711eac1-5feefae6,162,1,0,1504254201180.0,BDD_START,data/bddk100_info/100k/train/0711eac1-5feefae6.json,10000
07184fbb-5d195420,163,4,3,1489218185161.0,BDD_START,data/bddk100_info/100k/train/07184fbb-5d195420.json,10000
070f6b29-5f5d24aa,164,1,0,1506839147384.0,BDD_START,data/bddk100_info/100k/train/070f6b29-5f5d24aa.json,10000
06c9bab3-babe2b1e,165,1,0,1503962455410.0,BDD_START,data/bddk100_info/100k/train/06c9bab3-babe2b1e.json,10000
07184fbb-af89b759,166,1,0,1489204521036.0,BDD_START,data/bddk100_info/100k/train/07184fbb-af89b759.json,10000
05ab62f4-613ed675,167,3,2,1507233636172.0,BDD_START,data/bddk100_info/100k/train/05ab62f4-613ed675.json,10000
07576c3b-a24a05e7,168,2,1,1507295419825.0,BDD_START,data/bddk100_info/100k/train/07576c3b-a24a05e7.json,10000
0711eac1-1692b2d7,169,2,1,1504253884438.0,BDD_START,data/bddk100_info/100k/train/0711eac1-1692b2d7.json,10000
07797fc1-3f6aee10,170,4,3,1490228856718.0,BDD_START,data/bddk100_info/100k/train/07797fc1-3f6aee10.json,10000
05c28cb7-a52fa59d,171,2,1,1503808749749.0,BDD_START,data/bddk100_info/100k/train/05c28cb7-a52fa59d.json,10000
070a98e1-762f1148,172,4,3,1506715897623.0,BDD_START,data/bddk100_info/100k/train/070a98e1-762f1148.json,10000
055e339a-e98dd764,173,2,1,1490504144071.0,BDD_START,data/bddk100_info/100k/train/055e339a-e98dd764.json,10000
073dc97d-7a3e1436,174,3,2,1490033704382.0,BDD_START,data/bddk100_info/100k/train/073dc97d-7a3e1436.json,10000
06d981bc-01758867,175,1,0,1490417768668.0,BDD_START,data/bddk100_info/100k/train/06d981bc-01758867.json,10000
066d1d12-21f921e6,176,3,2,1507302390784.0,BDD_START,data/bddk100_info/100k/train/066d1d12-21f921e6.json,10000
063018c8-0d5bea3a,177,1,0,1503772107821.0,BDD_START,data/bddk100_info/100k/train/063018c8-0d5bea3a.json,10000
05c1a69f-c2d4dd51,178,4,3,1503767692801.0,BDD_START,data/bddk100_info/100k/train/05c1a69f-c2d4dd51.json,10000
06ff7d61-1fa52d1c,179,4,3,1490514015452.0,BDD_START,data/bddk100_info/100k/train/06ff7d61-1fa52d1c.json,10000
06c3126b-de9504ce,180,4,3,1506742141411.0,BDD_START,data/bddk100_info/100k/train/06c3126b-de9504ce.json,10000
05cf65b8-645fa6bc,181,4,3,1503494688922.0,BDD_START,data/bddk100_info/100k/train/05cf65b8-645fa6bc.json,10000
07919504-a04fb42d,182,1,0,1490046951729.0,BDD_START,data/bddk100_info/100k/train/07919504-a04fb42d.json,10000
071eee2a-054af08d,183,4,3,1503560599855.0,BDD_START,data/bddk100_info/100k/train/071eee2a-054af08d.json,10000
079f5ab4-43e6c570,184,4,3,1507586750368.0,BDD_START,data/bddk100_info/100k/train/079f5ab4-43e6c570.json,10000
06cb522f-dd1b9be7,185,1,0,1490006544759.0,BDD_START,data/bddk100_info/100k/train/06cb522f-dd1b9be7.json,10000
06ffeb40-0fdcfd93,186,2,1,1506704616750.0,BDD_START,data/bddk100_info/100k/train/06ffeb40-0fdcfd93.json,10000
07304f74-b35ab93b,187,4,3,1504374533009.0,BDD_START,data/bddk100_info/100k/train/07304f74-b35ab93b.json,10000
07075bd4-07406294,188,2,1,1503568850750.0,BDD_START,data/bddk100_info/100k/train/07075bd4-07406294.json,10000
072636ee-8ea218bd,189,3,2,1507038160396.0,BDD_START,data/bddk100_info/100k/train/072636ee-8ea218bd.json,10000
06003306-a08f2284,190,3,2,1503785233383.0,BDD_START,data/bddk100_info/100k/train/06003306-a08f2284.json,10000
07a757a9-b14e63c3,191,4,3,1503583944205.0,BDD_START,data/bddk100_info/100k/train/07a757a9-b14e63c3.json,10000
06bc1bb2-7c45c9a1,192,4,3,1503594912925.0,BDD_START,data/bddk100_info/100k/train/06bc1bb2-7c45c9a1.json,10000
06fc13d5-1e663296,193,4,3,1503877480795.0,BDD_START,data/bddk100_info/100k/train/06fc13d5-1e663296.json,10000
06a2ba07-70df2212,194,2,1,1507163154426.0,BDD_START,data/bddk100_info/100k/train/06a2ba07-70df2212.json,10000
0714456d-2648a0c9,195,1,0,1490014292773.0,BDD_START,data/bddk100_info/100k/train/0714456d-2648a0c9.json,10000
064677da-d6202761,196,4,3,1507401241450.0,BDD_START,data/bddk100_info/100k/train/064677da-d6202761.json,10000
05e11010-f47a5104,197,3,2,1505303407111.0,BDD_START,data/bddk100_info/100k/train/05e11010-f47a5104.json,10000
06fce5b8-efc1a0dd,198,4,3,1490354589891.0,BDD_START,data/bddk100_info/100k/train/06fce5b8-efc1a0dd.json,10000
0683345e-353c53d1,199,1,0,1507216231929.0,BDD_START,data/bddk100_info/100k/train/0683345e-353c53d1.json,10000
0770cd2d-58c39df2,200,2,1,1504124434578.0,BDD_START,data/bddk100_info/100k/train/0770cd2d-58c39df2.json,10000
072fda2b-989e8286,201,2,1,1505141637404.0,BDD_START,data/bddk100_info/100k/train/072fda2b-989e8286.json,10000
06d54ae6-bf7ed032,202,2,1,1490654012832.0,BDD_START,data/bddk100_info/100k/train/06d54ae6-bf7ed032.json,10000
06147f21-35d7b273,203,1,0,1507505027447.0,BDD_START,data/bddk100_info/100k/train/06147f21-35d7b273.json,10000
06f7a41e-c8b5c7c7,204,3,2,1489681682109.0,BDD_START,data/bddk100_info/100k/train/06f7a41e-c8b5c7c7.json,10000
074f53a8-085ed8fa,205,4,3,1504353845966.0,BDD_START,data/bddk100_info/100k/train/074f53a8-085ed8fa.json,10000
064677da-593ce6b4,206,4,3,1507394045824.0,BDD_START,data/bddk100_info/100k/train/064677da-593ce6b4.json,10000
0646b512-2bb013fa,207,4,3,1503946715967.0,BDD_START,data/bddk100_info/100k/train/0646b512-2bb013fa.json,10000
0711eac1-5ff95890,208,3,2,1504255449164.0,BDD_START,data/bddk100_info/100k/train/0711eac1-5ff95890.json,10000
05986b6d-50b618a9,209,2,1,1504256599329.0,BDD_START,data/bddk100_info/100k/train/05986b6d-50b618a9.json,10000
062861e9-6d59a63e,210,4,3,1504212929029.0,BDD_START,data/bddk100_info/100k/train/062861e9-6d59a63e.json,10000
06c7f82e-4d749e9b,211,4,3,1506918914237.0,BDD_START,data/bddk100_info/100k/train/06c7f82e-4d749e9b.json,10000
0744d15f-52be360c,212,1,0,1504276189260.0,BDD_START,data/bddk100_info/100k/train/0744d15f-52be360c.json,10000
0714456d-88d85a8c,213,2,1,1490019140407.0,BDD_START,data/bddk100_info/100k/train/0714456d-88d85a8c.json,10000
06ff7d61-53ba5061,214,4,3,1490516301963.0,BDD_START,data/bddk100_info/100k/train/06ff7d61-53ba5061.json,10000
06a4abd2-cbbaaf3f,215,4,3,1490680717364.0,BDD_START,data/bddk100_info/100k/train/06a4abd2-cbbaaf3f.json,10000
0594b1a4-235a835a,216,2,1,1504379609083.0,BDD_START,data/bddk100_info/100k/train/0594b1a4-235a835a.json,10000
